anio,id_ent,id_act,unidades_eco,produccion,personal,activos
2008,8,326150,3,87.78,281,2.212
2008,8,326160,5,467.197,235,302.547
2008,8,326192,9,575.476,1468,98.287
2008,8,326193,5,37.168,118,16.543
2008,8,326194,16,1381.044,4959,456.935
2008,8,326198,1,,,
2008,8,326199,20,62.875,315,32.623
2008,8,326220,7,282.989,1010,16.878
2008,8,326290,6,673.329,930,50.438
2008,8,327111,16,4.236,47,0.803
2008,8,327121,277,66.62,831,43.083
2008,8,327122,6,3186.88,2788,5875.446
2008,8,327123,5,7.977,24,4.479
2008,8,327910,1,,,
2008,8,327991,51,19.03,170,14.828
2008,8,327999,7,,,
2008,8,331220,3,,,
2008,8,331310,6,2118.511,2842,203.52
2008,8,331419,1,,,
2008,8,331490,1,,,
2008,8,331510,7,145.861,336,46.281
2008,8,331520,11,416.477,1612,183.091
2008,8,332110,9,262.395,477,77.051
2008,8,332211,6,40.851,120,31.857
2008,8,332410,1,,,
2008,8,332420,6,,,
2008,8,332430,6,5.589,32,0.514
2008,8,332510,9,553.16,2132,33.704
2008,8,332610,8,131.183,359,60.333
2008,8,332710,303,422.055,2532,205.736
2008,8,332720,4,2.105,7,3.757
2008,8,332810,15,75.795,274,68.409
2008,8,332910,3,439.07,743,227.299
2008,8,332999,13,403.205,974,126.246
2008,8,333111,10,326.896,1493,21.096
2008,8,333120,1,,,
2008,8,333130,3,,,
2008,8,333242,2,,,
2008,8,333243,3,4.234,18,3.545
2008,8,333245,1,,,
2008,8,333246,5,6.068,33,1.103
2008,8,333249,3,262.64,441,13.373
2008,8,333319,2,,,
2008,8,333411,9,,,
2008,8,333412,2,,,
2008,8,333510,5,55.678,175,6.998
2008,8,333610,3,,,
2008,8,333910,6,,,
2008,8,333920,2,,,
2008,8,333991,1,,,
2008,8,333999,6,,,
2008,8,334110,16,3427.483,15360,2353.082
2008,8,334210,1,,,
2008,8,334220,5,,,
2008,8,334290,5,927.201,4857,217.328
2008,8,334310,10,,,
2008,8,334410,47,7092.316,30490,2065.467
2008,8,334519,11,508.787,1803,77.855
2008,8,334610,2,,,
2008,8,335311,19,2506.615,8812,3553.698
2008,8,335312,12,934.927,4765,274.673
2008,8,335920,6,572.784,1080,91.334
2008,8,335999,3,100.36,364,9.281
2008,8,336210,8,347.749,455,38.374
2008,8,336310,2,,,
2008,8,336320,86,17916.294,67666,3143.935
2008,8,336330,3,582.73,505,179.353
2008,8,336340,4,290.59,1160,119.872
2008,8,336350,1,,,
2008,8,336360,14,4033.418,21362,602.486
2008,8,336370,3,3.842,35,4.359
2008,8,336390,28,8597.469,15070,4718.939
2008,8,336410,5,,,
2008,8,336991,1,,,
2008,8,434221,138,818.559,1600,511.195
2008,8,434222,60,283.633,610,138.518
2008,8,434229,40,109.824,313,25.723
2008,8,434311,246,352.508,1092,292.003
2008,8,435220,51,431,950,152.369
2008,8,435419,131,241.318,813,75.747
2008,8,436112,28,64.767,242,52.863
2008,8,468211,828,582.89,3947,544.491
2008,8,468212,541,78.491,1622,202.317
2008,8,468213,123,251.285,1004,157.887
2008,8,811122,52,7.745,115,9.917
2008,8,811129,17,8.693,48,4.078
2008,8,811312,264,247.373,1435,131.98
2008,9,314110,8,41.759,146,5.883
2008,9,321920,44,162.884,565,8.841
2008,9,322210,109,2380.65,4324,577.203
2008,9,323119,3572,10685.296,29119,6381.181
2008,9,324191,25,4661.248,928,348.431
2008,9,325120,5,,,
2008,9,325130,11,54.75,127,31.836
2008,9,325211,8,,,
2008,9,325510,45,1738.349,2150,474.352
2008,9,325993,47,84.581,375,40.945
2008,9,326110,162,6958.948,6216,3790.945
2008,9,326120,30,915.581,864,181.259
2008,9,326140,19,229.315,679,35.602
2008,9,326150,5,95.153,212,11.055
2008,9,326160,61,728.128,2312,303.16
2008,9,326192,24,39.897,226,14.12
2008,9,326193,89,2683.715,4213,1441.437
2008,9,326194,73,546.997,1741,411.309
2008,9,326198,20,308.483,625,108.324
2008,9,326199,185,964.916,3237,437.446
2008,9,326211,6,1569.359,1111,409.546
2008,9,326220,16,115.596,279,37.289
2008,9,326290,44,151.958,828,106.41
2008,9,327111,99,,,
2008,9,327112,1,,,
2008,9,327121,19,15.676,84,7.032
2008,9,327122,6,56.824,247,39.465
2008,9,327910,7,333.853,368,58.014
2008,9,327991,106,88.031,505,75.029
2008,9,327999,15,295.573,425,104.247
2008,9,331111,1,,,
2008,9,331210,11,818.138,619,329.428
2008,9,331220,25,295.731,431,115.329
2008,9,331310,19,616.619,525,146.373
2008,9,331412,1,,,
2008,9,331419,2,,,
2008,9,331420,7,12295.337,743,1543.463
2008,9,331490,4,2.458,27,1.507
2008,9,331510,18,16.89,86,12.598
2008,9,331520,25,337.713,701,81.919
2008,9,332110,96,1615.345,1884,414.819
2008,9,332211,38,382.038,1122,76.096
2008,9,332410,7,173.964,212,70.539
2008,9,332420,19,276.543,574,144.062
2008,9,332430,21,1648.178,1384,975.275
2008,9,332510,56,826.954,1515,138.568
2008,9,332610,113,1159.218,1863,1965.081
2008,9,332710,829,900.347,4140,452.934
2008,9,332720,65,668.85,1525,231.385
2008,9,332810,144,283.518,1257,117.428
2008,9,332910,17,1772.756,1422,390.293
2008,9,332991,1,,,
2008,9,332999,155,,,
2008,9,333111,4,,,
2008,9,333112,2,,,
2008,9,333120,3,,,
2008,9,333130,2,,,
2008,9,333241,2,,,
2008,9,333242,7,113.25,225,54.538
2008,9,333243,52,314.526,802,80.351
2008,9,333244,5,43.812,153,46.064
2008,9,333245,25,14.948,112,11.131
2008,9,333246,4,,,
2008,9,333249,12,20.678,109,7.041
2008,9,333319,20,76.677,219,15.613
2008,9,333411,34,240.738,505,68.27
2008,9,333412,13,492.392,765,93.058
2008,9,333510,60,165.674,567,60.612
2008,9,333610,1,,,
2008,9,333910,19,414.144,642,113.547
2008,9,333920,25,413.517,795,76.668
2008,9,333991,2,,,
2008,9,333992,14,70.505,326,39.214
2008,9,333993,5,,,
2008,9,333999,32,291.326,508,72.932
2008,9,334110,4,182.458,302,30.24
2008,9,334210,4,140.37,409,45.495
2008,9,334220,9,88.093,207,14.063
2008,9,334290,6,114.072,160,28.063
2008,9,334310,6,148.98,374,49.417
2008,9,334410,19,731.389,1164,95.53
2008,9,334511,2,,,
2008,9,334519,33,,,
2008,9,334610,8,431.821,434,216.053
2008,9,335311,10,4464.898,2400,492.707
2008,9,335312,45,1543.511,1610,149.523
2008,9,335910,1,,,
2008,9,335920,12,,,
2008,9,335999,24,274.55,802,60.084
2008,9,336110,3,69.744,578,113.747
2008,9,336120,4,9534.978,2456,818.055
2008,9,336210,32,393.092,524,50.086
2008,9,336310,18,2040.09,1069,677.131
2008,9,336320,10,1343.234,1716,374.767
2008,9,336330,8,636.622,658,270.795
2008,9,336340,31,943.739,2013,165.33
2008,9,336350,1,,,
2008,9,336360,6,,,
2008,9,336370,22,444.012,1007,178.789
2008,9,336390,47,2803.527,2274,698.475
2008,9,336410,1,,,
2008,9,336510,3,,,
2008,9,336610,4,12.731,45,6.487
2008,9,336991,3,10.383,15,0.835
2008,9,336999,4,67.549,237,73.659
2008,9,434221,393,4475.933,6193,1682.916
2008,9,434222,343,4391.892,5677,986.844
2008,9,434229,207,323.463,1296,116.763
2008,9,434311,516,182.417,1814,142.738
2008,9,435220,277,1815.547,3644,305.812
2008,9,435419,715,3161.057,7263,763.251
2008,9,436112,74,64.742,338,29.215
2008,9,468211,3708,3293.634,15346,1076.1
2008,9,468212,1037,109.736,2337,160.316
2008,9,468213,368,1632.605,2704,341.484
2008,9,811122,281,45.274,549,10.337
2008,9,811129,134,47.252,346,9.177
2008,9,811312,929,1742.445,8334,376.69
2008,10,314110,4,0.696,10,0.307
2008,10,321920,104,212.916,913,29.909
2008,10,322210,7,,,
2008,10,323119,208,115.27,906,89.98
2008,10,325211,1,,,
2008,10,325993,2,,,
2008,10,326110,9,48.496,115,7.335
2008,10,326120,2,,,
2008,10,326140,3,117.28,105,60.292
2008,10,326160,2,,,
2008,10,326192,2,,,
2008,10,326193,1,,,
2008,10,326198,1,,,
2008,10,326199,6,45.581,194,58.977
2008,10,326290,3,323.053,543,122.294
2008,10,327111,15,6.166,58,3.931
2008,10,327121,503,,,
2008,10,327123,1,,,
2008,10,327910,1,,,
2008,10,327991,100,,,
2008,10,327999,4,,,
2008,10,331112,1,,,
2008,10,331210,1,,,
2008,10,331220,1,,,
2008,10,331310,1,,,
2008,10,331490,1,,,
2008,10,331510,6,,,
2008,10,331520,1,,,
2008,10,332110,1,,,
2008,10,332410,1,,,
2008,10,332420,5,105.276,266,43.048
2008,10,332430,2,,,
2008,10,332510,1,,,
2008,10,332610,3,0.017,6,0.118
2008,10,332710,154,,,
2008,10,332720,2,,,
2008,10,332810,4,4.903,33,3.561
2008,10,332999,7,532.468,724,170.918
2008,10,333111,7,,,
2008,10,333112,1,,,
2008,10,333120,2,,,
2008,10,333130,1,,,
2008,10,333243,4,,,
2008,10,333246,1,,,
2008,10,333319,1,,,
2008,10,333411,6,2475.044,1178,315.247
2008,10,333510,1,,,
2008,10,333910,3,,,
2008,10,333920,2,,,
2008,10,333993,1,,,
2008,10,333999,2,,,
2008,10,335311,1,,,
2008,10,335312,1,,,
2008,10,335910,2,,,
2008,10,336210,7,359.943,574,100.913
2008,10,336310,3,,,
2008,10,336320,10,488.262,4472,116.687
2008,10,336370,1,,,
2008,10,336410,2,,,
2008,10,434221,46,329.454,703,96.231
2008,10,434222,22,119.273,183,26.584
2008,10,434229,10,13.987,46,24.045
2008,10,434311,94,101.441,556,51.792
2008,10,435220,21,163.446,291,54.728
2008,10,435419,42,80.756,331,22.895
2008,10,436112,9,2.001,21,1.786
2008,10,468211,336,236.912,1518,173.021
2008,10,468212,108,20.699,300,20.329
2008,10,468213,48,119.678,521,46.166
2008,10,811122,18,1.541,32,0.371
2008,10,811129,10,2.216,42,1.544
2008,10,811312,175,98.653,738,74.566
2008,11,314110,8,0.851,28,10.453
2008,11,321920,26,,,
2008,11,322210,118,4702.82,4300,1961.416
2008,11,323119,799,936.07,4740,531.793
2008,11,324191,8,830.655,90,45.659
2008,11,325120,3,,,
2008,11,325130,10,256.137,236,65.192
2008,11,325211,4,295.758,212,141.219
2008,11,325212,4,180.845,86,25.224
2008,11,325510,21,690.854,481,186.449
2008,11,325993,35,39.865,259,22.186
2008,11,326110,48,920.045,1123,213.589
2008,11,326120,13,1515.189,397,344.787
2008,11,326140,12,1631.481,1643,1011.917
2008,11,326150,7,450.398,397,99.62
2008,11,326160,8,652.222,596,906.823
2008,11,326192,11,1345.837,840,772.019
2008,11,326193,14,813.778,1071,317.416
2008,11,326194,144,771.434,2631,418.687
2008,11,326198,4,1.63,9,2.337
2008,11,326199,42,141.172,440,36.97
2008,11,326211,1,,,
2008,11,326220,4,4.651,37,0.839
2008,11,326290,245,2691.509,5482,988.037
2008,11,327111,434,234.388,2541,158.631
2008,11,327112,8,165.492,568,218.069
2008,11,327121,676,211.621,2605,153.878
2008,11,327122,31,,,
2008,11,327123,1,,,
2008,11,327991,80,32.665,342,29.472
2008,11,327999,4,149.463,68,29.982
2008,11,331112,3,7170.096,1024,2540.779
2008,11,331210,2,,,
2008,11,331220,9,,,
2008,11,331310,8,3.603,36,3.531
2008,11,331419,1,,,
2008,11,331420,3,,,
2008,11,331510,7,1.917,21,4.865
2008,11,331520,20,24.529,105,7.941
2008,11,332110,20,1586.074,932,81.666
2008,11,332211,13,16.587,57,6.629
2008,11,332410,3,10.589,23,2.121
2008,11,332420,4,47.957,107,10.174
2008,11,332430,3,4.993,13,8.586
2008,11,332510,17,25.801,123,13.515
2008,11,332610,20,2017.253,787,957.008
2008,11,332710,560,450.024,2391,270.863
2008,11,332720,10,61.14,188,18.042
2008,11,332810,18,53.856,158,23.005
2008,11,332910,2,,,
2008,11,332991,1,,,
2008,11,332999,40,,,
2008,11,333111,14,203.148,430,41.168
2008,11,333242,6,23.049,54,20.248
2008,11,333243,10,9.102,53,5.193
2008,11,333244,7,46.898,100,11.179
2008,11,333245,3,1.107,11,0.903
2008,11,333249,52,97.745,381,38.216
2008,11,333319,3,,,
2008,11,333411,5,25.22,102,11.947
2008,11,333412,4,707.376,874,226.192
2008,11,333510,98,104.303,591,55.283
2008,11,333610,1,,,
2008,11,333910,12,161.046,416,50.25
2008,11,333920,7,33.549,146,13.439
2008,11,333991,1,,,
2008,11,333992,5,90.656,149,23.544
2008,11,333993,2,,,
2008,11,333999,4,2.061,117,88.786
2008,11,334220,1,,,
2008,11,334310,1,,,
2008,11,334410,3,144.887,403,58.447
2008,11,334519,1,,,
2008,11,334610,1,,,
2008,11,335311,1,,,
2008,11,335312,14,,,
2008,11,335910,1,,,
2008,11,335920,1,,,
2008,11,335999,4,,,
2008,11,336110,1,,,
2008,11,336210,29,1698.847,2281,1794.218
2008,11,336310,3,,,
2008,11,336320,9,2392.73,4359,632.168
2008,11,336330,4,469.741,440,128.065
2008,11,336340,2,,,
2008,11,336350,6,4814.187,4633,5969.49
2008,11,336360,8,3903.431,1440,598.819
2008,11,336370,4,1120.032,558,997.378
2008,11,336390,6,455.859,572,203.189
2008,11,336999,2,,,
2008,11,434221,225,758.967,1786,282.281
2008,11,434222,228,701.691,1592,265.054
2008,11,434229,506,344.581,1955,101.761
2008,11,434311,255,57.585,710,57.219
2008,11,435220,168,239.738,1059,76.499
2008,11,435419,185,233.14,1014,107.817
2008,11,436112,27,25.94,154,12.432
2008,11,468211,1170,763.303,4679,496.973
2008,11,468212,161,18.777,410,31.081
2008,11,468213,228,298.507,1494,163.598
2008,11,811122,75,12.83,147,8.009
2008,11,811129,75,11.32,157,5.684
2008,11,811312,508,378.45,2606,261.069
2008,12,321920,37,6.964,144,4.915
2008,12,322210,3,,,
2008,12,323119,221,77.306,825,51.089
2008,12,325120,1,,,
2008,12,325510,2,,,
2008,12,325993,3,42.468,60,5.269
2008,12,326110,22,2.085,73,0.982
2008,12,326140,2,,,
2008,12,326194,1,,,
2008,12,326199,4,1.032,9,0.372
2008,12,326220,1,,,
2008,12,326290,1,,,
2008,12,327111,290,11.583,703,2.611
2008,12,327121,91,12.37,334,5.829
2008,12,327991,112,73.639,436,61.197
2008,12,331220,3,0.472,5,0.415
2008,12,331310,2,,,
2008,12,331412,5,,,
2008,12,331420,1,,,
2008,12,331490,9,0.653,18,1.71
2008,12,331520,2,,,
2008,12,332110,7,1.331,14,0.821
2008,12,332211,9,0.467,14,0.081
2008,12,332410,1,,,
2008,12,332420,1,,,
2008,12,332430,6,0.45,12,0.01
2008,12,332510,8,0.4,14,0.767
2008,12,332610,5,0.725,13,1.703
2008,12,332710,102,,,
2008,12,332720,1,,,
2008,12,332810,9,1.384,31,0.822
2008,12,332999,24,4.197,70,4.105
2008,12,333411,1,,,
2008,12,335910,1,,,
2008,12,336210,6,4.811,32,0.398
2008,12,336330,1,,,
2008,12,336610,1,,,
2008,12,434221,80,72.683,434,39.248
2008,12,434222,49,43.761,219,27.141
2008,12,434229,46,12.287,131,4.563
2008,12,434311,91,9.52,275,6.818
2008,12,435220,21,7.256,45,1.776
2008,12,435419,39,19.614,160,8.517
2008,12,436112,3,2.546,10,1.173
2008,12,468211,711,158.812,1983,128.377
2008,12,468212,60,8.597,136,4.314
2008,12,468213,93,97.064,476,52.154
2008,12,811122,33,2.877,64,1.365
2008,12,811129,26,4.907,43,0.31
2008,12,811312,165,30.644,369,15.555
2008,13,314110,1,,,
2008,13,321920,16,34.542,117,8.203
2008,13,322210,6,,,
2008,13,323119,277,71.38,874,66.502
2008,13,324191,4,225.437,115,9.593
2008,13,325120,2,,,
2008,13,325130,1,,,
2008,13,325211,1,,,
2008,13,325510,6,,,
2008,13,325993,3,,,
2008,13,326110,7,43.23,63,25.763
2008,13,326120,5,16.371,59,12.86
2008,13,326140,5,33.2,100,8.145
2008,13,326150,2,,,
2008,13,326160,6,699.887,619,471.017
2008,13,326192,3,20.74,68,5.411
2008,13,326193,8,15.009,52,3.099
2008,13,326194,1,,,
2008,13,326198,1,,,
2008,13,326199,7,9.754,73,4.982
2008,13,326211,1,,,
2008,13,326220,6,101.345,65,12.887
2008,13,326290,9,898.738,670,163.466
2008,13,327111,294,557.586,1065,635.945
2008,13,327121,41,9.514,153,5.195
2008,13,327991,62,15.926,151,9.14
2008,13,327999,11,1140.094,707,319.301
2008,13,331220,4,290.686,102,130.636
2008,13,331310,2,,,
2008,13,331412,1,,,
2008,13,331490,2,,,
2008,13,331510,12,672.206,996,92.202
2008,13,331520,5,191.759,382,212.56
2008,13,332110,6,616.405,1099,171.806
2008,13,332211,4,3.634,35,3.488
2008,13,332420,6,,,
2008,13,332430,1,,,
2008,13,332510,6,2.271,20,1.773
2008,13,332610,17,22.527,101,9.569
2008,13,332710,165,151.937,925,120.51
2008,13,332720,5,150.42,302,139.643
2008,13,332810,9,28.208,99,6.037
2008,13,332999,12,38.967,110,16.663
2008,13,333111,3,2.644,26,1.752
2008,13,333120,2,,,
2008,13,333130,1,,,
2008,13,333243,2,,,
2008,13,333244,1,,,
2008,13,333245,1,,,
2008,13,333246,2,,,
2008,13,333319,3,,,
2008,13,333411,1,,,
2008,13,333510,6,69.623,137,32.735
2008,13,333910,3,151.166,99,32.226
2008,13,333999,3,1.641,13,2.493
2008,13,334220,1,,,
2008,13,334410,1,,,
2008,13,334511,1,,,
2008,13,335312,9,1797.696,1134,694.03
2008,13,335920,3,,,
2008,13,336120,2,,,
2008,13,336210,20,125.997,326,52.457
2008,13,336320,3,,,
2008,13,336340,3,81.97,151,17.619
2008,13,336360,1,,,
2008,13,336370,5,22.22,54,10.79
2008,13,336390,4,25.263,126,12.807
2008,13,336410,1,,,
2008,13,336510,4,4314.037,2603,806.562
2008,13,434221,76,149.836,634,217.508
2008,13,434222,32,69.759,182,34.811
2008,13,434229,23,5.147,73,2.207
2008,13,434311,96,8.91,259,13.227
2008,13,435220,24,9.104,88,18.106
2008,13,435419,71,26.95,242,20.334
2008,13,436112,7,5.981,29,1.545
2008,13,468211,768,247.565,2113,163.311
2008,13,468212,124,10.659,270,11.106
2008,13,468213,125,143.127,552,73.304
2008,13,811122,56,7.032,106,2.127
2008,13,811129,32,5.036,54,0.842
2008,13,811312,215,303.877,1957,71.683
2008,14,314110,3,0.448,11,1.085
2008,14,321920,85,423.886,683,37.189
2008,14,322210,86,3730.455,4000,2566.563
2008,14,323119,1364,3202.704,9749,1781.117
2008,14,324191,15,,,
2008,14,325120,4,,,
2008,14,325130,7,492.603,474,120.858
2008,14,325211,8,,,
2008,14,325510,58,806.347,1274,433.042
2008,14,325993,36,151.611,474,40.512
2008,14,326110,128,4839.292,5370,2451.941
2008,14,326120,28,627.029,665,190.95
2008,14,326140,22,269.786,600,231.953
2008,14,326150,14,1092.853,934,176.276
2008,14,326160,26,2216.831,2376,1580.884
2008,14,326192,11,155.236,499,41.273
2008,14,326193,65,1048.304,1846,725.052
2008,14,326194,63,1522.965,2433,647.928
2008,14,326198,17,382.075,1071,94.204
2008,14,326199,118,567.865,2147,210.957
2008,14,326211,2,,,
2008,14,326220,16,40.691,132,21.257
2008,14,326290,93,1590.484,2913,651.932
2008,14,327111,586,,,
2008,14,327112,2,,,
2008,14,327121,1708,303.337,5683,137.195
2008,14,327122,8,,,
2008,14,327123,2,,,
2008,14,327910,4,5.424,40,4.877
2008,14,327991,282,257.867,1680,163.941
2008,14,327999,21,964.732,591,305.961
2008,14,331111,1,,,
2008,14,331112,2,,,
2008,14,331210,5,1275.86,452,270.43
2008,14,331220,23,4407.27,899,599.787
2008,14,331310,15,737.493,882,131.986
2008,14,331411,1,,,
2008,14,331412,2,,,
2008,14,331419,5,12.992,39,2.601
2008,14,331420,2,,,
2008,14,331490,2,,,
2008,14,331510,25,1053.541,1110,428.576
2008,14,331520,22,63.411,285,30.799
2008,14,332110,43,485.128,750,216.755
2008,14,332211,41,903.868,1851,399.469
2008,14,332410,8,873.457,903,202.515
2008,14,332420,30,762.826,1366,331.84
2008,14,332430,13,2428.706,634,1560.108
2008,14,332510,56,632.038,1319,184.421
2008,14,332610,62,895.015,916,236.339
2008,14,332710,937,708.753,4225,562.486
2008,14,332720,24,283.275,653,116.653
2008,14,332810,79,201.485,1067,110.792
2008,14,332910,18,1934.392,3264,1165.263
2008,14,332991,3,517.199,450,250.755
2008,14,332999,97,2265.823,3148,401.037
2008,14,333111,33,759.794,1324,256.6
2008,14,333112,10,169.09,402,29.861
2008,14,333120,2,,,
2008,14,333130,3,,,
2008,14,333241,2,,,
2008,14,333242,8,39.775,123,14.796
2008,14,333243,40,568.661,896,180.602
2008,14,333245,6,10.039,38,6.285
2008,14,333246,4,,,
2008,14,333249,27,176.264,315,22.864
2008,14,333319,12,110.408,397,46.855
2008,14,333411,24,34.782,167,15.431
2008,14,333412,15,30.551,154,19.295
2008,14,333510,41,154.386,585,69.275
2008,14,333610,3,1.94,24,0.898
2008,14,333910,16,523.952,522,116.83
2008,14,333920,18,156.389,389,29.957
2008,14,333991,6,,,
2008,14,333992,8,50.393,168,10.511
2008,14,333993,2,,,
2008,14,333999,22,136.929,306,29.744
2008,14,334110,12,13272.575,18167,1333.936
2008,14,334210,1,,,
2008,14,334220,6,111.921,199,43.589
2008,14,334290,2,,,
2008,14,334310,8,116.511,401,86.043
2008,14,334410,19,7550.047,22010,2260.08
2008,14,334511,1,,,
2008,14,334519,9,,,
2008,14,334610,3,1604.942,1052,699.17
2008,14,335311,5,1148.214,1026,234.584
2008,14,335312,14,714.477,545,107.836
2008,14,335910,1,,,
2008,14,335920,4,,,
2008,14,335999,5,18.902,64,5.141
2008,14,336110,1,,,
2008,14,336210,63,649.432,1367,150.345
2008,14,336310,6,81.545,196,22.397
2008,14,336320,11,1743.439,2464,444.832
2008,14,336330,11,2552.276,2132,1047.646
2008,14,336340,5,,,
2008,14,336350,2,,,
2008,14,336360,9,444.419,2172,108.183
2008,14,336370,22,310.712,686,173.979
2008,14,336390,18,594.157,684,281.205
2008,14,336510,1,,,
2008,14,336991,4,14.36,42,1.893
2008,14,336999,8,6.5,35,1.669
2008,14,434221,386,2311.423,4287,956.607
2008,14,434222,247,1155.352,2046,402.064
2008,14,434229,232,472.766,1457,211.435
2008,14,434311,425,120.376,1678,240.268
2008,14,435220,164,355.033,1292,127.408
2008,14,435419,436,1062.624,3558,286.054
2008,14,436112,59,264.8,677,65.489
2008,14,468211,2409,2342.013,11475,1103.933
2008,14,468212,477,125.599,1375,185.001
2008,14,468213,336,699.134,1974,204.093
2008,14,811122,107,20.764,221,11.521
2008,14,811129,103,36.944,281,9.447
2008,14,811312,792,903.617,3686,397.713
2008,15,314110,25,101.942,265,7.917
2008,15,321920,84,393.729,869,51.023
2008,15,322210,138,9973.73,9422,4205.826
2008,15,323119,1846,4280.362,10666,1822.087
2008,15,324191,20,5422.767,1416,610.751
2008,15,325120,11,,,
2008,15,325130,12,1455.981,697,218.113
2008,15,325211,20,,,
2008,15,325510,63,14099.014,6439,2659.97
2008,15,325993,116,506.353,1174,126.043
2008,15,326110,158,8203.091,8484,3973.442
2008,15,326120,43,1191.553,1402,362.453
2008,15,326140,32,1592.633,1946,733.911
2008,15,326150,18,1749.018,1696,491.323
2008,15,326160,38,10406.143,5024,2520.517
2008,15,326192,32,3535.599,3607,1016.801
2008,15,326193,71,4142.771,5656,2114.403
2008,15,326194,54,840.637,1377,635.303
2008,15,326198,17,361.679,675,100.584
2008,15,326199,133,923.924,2411,285.095
2008,15,326211,4,1394.944,1015,284.47
2008,15,326220,25,2334.192,1648,1140.416
2008,15,326290,60,2330.942,3199,747.3
2008,15,327111,679,48.281,1934,30.603
2008,15,327112,5,654.57,1124,51.793
2008,15,327121,614,112.603,1845,49.435
2008,15,327122,10,19.281,92,5.919
2008,15,327123,14,476.498,394,99.362
2008,15,327910,9,1396.346,1530,1088.451
2008,15,327991,274,104.553,860,48.901
2008,15,327999,10,937.444,620,43.069
2008,15,331112,2,,,
2008,15,331210,9,1450.152,851,385.785
2008,15,331220,29,5690.699,1652,1575.732
2008,15,331310,25,3641.241,2146,1343.193
2008,15,331411,1,,,
2008,15,331412,1,,,
2008,15,331419,6,29.643,66,5.303
2008,15,331420,5,,,
2008,15,331490,9,3.185,23,1.554
2008,15,331510,44,831.777,1395,179.033
2008,15,331520,39,425.091,837,188.315
2008,15,332110,60,480.572,1378,156.744
2008,15,332211,36,5426.076,5731,3233.609
2008,15,332410,7,285.584,441,67.666
2008,15,332420,24,1903.783,1683,490.625
2008,15,332430,31,4351.293,2288,2178.2
2008,15,332510,42,210.243,507,61.497
2008,15,332610,128,3919.135,2596,1570.104
2008,15,332710,1021,903.505,5192,520.618
2008,15,332720,57,504.242,1100,332.529
2008,15,332810,98,5024.736,3282,1393.3
2008,15,332910,23,3016.591,3020,1186.139
2008,15,332991,1,,,
2008,15,332999,129,,,
2008,15,333111,11,,,
2008,15,333112,2,,,
2008,15,333120,4,109.288,157,20.673
2008,15,333241,2,,,
2008,15,333242,7,35.083,147,18.934
2008,15,333243,33,1408.625,1861,583.815
2008,15,333244,5,,,
2008,15,333245,7,3.897,26,1.068
2008,15,333246,5,23.4,62,3.57
2008,15,333249,22,722.111,677,181.634
2008,15,333319,10,201.699,648,208.996
2008,15,333411,17,365.145,696,81.584
2008,15,333412,8,162.327,278,11.638
2008,15,333510,35,697.497,593,212.431
2008,15,333610,7,82.887,163,56.879
2008,15,333910,15,1886.101,1271,436.723
2008,15,333920,22,1395.782,1653,184.615
2008,15,333991,9,1341.744,1034,250.082
2008,15,333992,6,34.8,93,24.468
2008,15,333993,4,2.215,22,0.497
2008,15,333999,20,293.832,692,108.316
2008,15,334110,1,,,
2008,15,334220,3,897.863,717,334.826
2008,15,334310,4,2014.557,501,112.141
2008,15,334410,17,1045.771,1309,41.597
2008,15,334511,3,257.94,131,188.066
2008,15,334519,17,1091.912,1760,129.76
2008,15,334610,2,,,
2008,15,335311,4,1720.886,1208,219.815
2008,15,335312,35,6104.685,5427,1272.248
2008,15,335910,3,26.734,67,1.258
2008,15,335920,10,4996.112,1004,1352.184
2008,15,335999,14,196.767,372,74.759
2008,15,336110,2,,,
2008,15,336120,4,,,
2008,15,336210,91,5081.5,5505,963.569
2008,15,336310,17,6719.48,7016,4324.854
2008,15,336320,13,10208.566,5342,742.017
2008,15,336330,14,2103.888,2477,984.561
2008,15,336340,17,1520.563,1475,541.417
2008,15,336350,9,1569.855,1557,980.813
2008,15,336360,20,5898.485,3682,806.924
2008,15,336370,15,2323.89,2640,814.933
2008,15,336390,32,7933.697,5773,2454.644
2008,15,336510,3,220.416,154,60.847
2008,15,336991,3,367.992,626,129.577
2008,15,336999,3,32.432,103,9.023
2008,15,434221,525,4592.486,6234,2162.843
2008,15,434222,286,2555.722,3917,880.704
2008,15,434229,208,689.089,1360,443.934
2008,15,434311,984,822.35,3016,600.76
2008,15,435220,204,752.516,2153,142.217
2008,15,435419,445,2414.429,3946,802.992
2008,15,436112,45,29.641,294,11.916
2008,15,468211,3727,4045.811,12187,865.708
2008,15,468212,692,78.61,1758,75.037
2008,15,468213,332,440.639,2078,272.421
2008,15,811122,227,124.981,479,11.956
2008,15,811129,185,39.152,393,15.343
2008,15,811312,980,636.919,4026,258.423
2008,16,321920,300,153.047,1430,58.902
2008,16,322210,12,12.5,77,9.864
2008,16,323119,509,456.503,2230,282.028
2008,16,324191,1,,,
2008,16,325211,1,,,
2008,16,325510,8,14.191,71,8.717
2008,16,325993,11,,,
2008,16,326110,69,3364.035,1728,1645.655
2008,16,326120,12,18.912,121,8.667
2008,16,326140,5,163.922,229,73.154
2008,16,326160,2,,,
2008,16,326192,4,67.205,158,39.951
2008,16,326193,17,41.435,156,25.738
2008,16,326194,1,,,
2008,16,326198,1,,,
2008,16,326199,10,27.858,82,18.376
